,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
7789,coconut coffee,0.0,0.0,0.0
7790,pork braised cooked brain variety,0.0,51.0,149.0
7791,bacon horseradish dip,,,
7792,casalingo uncured italian salami with,,,
7793,chicken breast tenders uncooked breaded,,,
7794,chicken fc country good all,,,
7795,beef steak lean and fat,0.0,29.0,144.0
7796,pork belly skin on mbg,,,
7797,beef raw all grades trimmed,0.0,41.0,94.0
7798,beets cooked not specified as,,,
7799,turkey pot pie frozen entree,34.0,19.0,
7800,vanilla cream flavored advanced nutrition,,,
7801,chow fun noodles with meat,,,
7802,durum wheat semolina macaroni product,,,
7803,beef raw separable lean and,0.0,38.0,94.0
7804,the original sport drink,,,
7805,bagel chips cream cheese hard,,,
7806,peanut butter chocolate blasted shreds,,,
7807,potato chips multigrain restructured,,,
7808,lean cup dark roast arabica,,,
7809,french toast crunch cereal,16.0,58.0,
7810,pork loin bone in chops,0.0,28.0,142.0
7811,lays kettle cooked sea salt,,,
7812,yoplait light blackberry pomegranateblueberry fat,,,
7813,peach mango superdrink,,,
7814,muir glen org diced tomatoes,,,
7815,caribou raw alaska native hind,0.0,57.0,
7816,infant formula powder soy store,3.0,56.0,
7817,scallops with cheese sauce,,,
7818,craveables pepperoni pizza,,,
7819,cheese with gelatin dessert and,,,
7820,flour enriched fine meal yellow,,,
7821,rice no added fat with,,,
7822,everyday value shoyu soy sauce,,,
7823,kelloggs corn pops cereal,20.0,50.0,
7824,all natural jalapeno mustard,,,
7825,ice cream cones rolledtype sugar,,,
7826,margarita mix strawberry,,,
7827,ovengold turkey premium meats cheeses,,,
7828,ham swiss sub on white,,,
7829,potato from fresh scalloped,,,
7830,honeysuckle white fresh breakfast turkey,,,
7831,frankfurter low fat meat and,7.0,40.0,
7832,seasoned pork and beef pattie,,,
7833,pigeonpeas raw immature seeds,15.0,65.0,
7834,flora italian foods white wine,,,
7835,belvoir fruit forms spring water,,,
7836,meat stick ba,,,
7837,couscous dry,90.0,24.0,38.0
7838,beverages chocolate syrup,,,
7839,egg salad sandwich,,,
7840,cedars original hommus,,,
7841,chicken roasted cooked meat and,0.0,29.0,130.0
7842,sausage sandwich,13.0,19.0,
7843,campbells chunky soup clam chowder,9.0,17.0,
7844,vegetarian fillet,2.0,50.0,
7845,cereals readytoeat cinnamon oatmeal squares,,,
7846,bread puerto rican style toasted,,,
7847,black tea pineapple peach lime,,,
7848,pokeberry shoots without salt drained,3.0,90.0,
7849,refreshing coconut water with cinnamon,,,
7850,pretzels from school lunch soft,,,
7851,burrito with beans meatless,,,
7852,muller frutup peach passionfruit z,,,
7853,beef grilled cooked select trimmed,0.0,44.0,94.0
7854,big fizz cola,,,
7855,rice with chicken fried,39.0,43.0,147.0
7856,soup dry low sodium bouillon,1.0,26.0,
7857,squash unprepared frozen butternut winter,19.0,69.0,72.0
7858,artisan sandwich,,,
7859,campbells well yes soup tomato,,,
7860,pork broiled cooked separable lean,0.0,38.0,151.0
7861,lays salt and vinegar potato,,,
7862,beef goulash with noodles,,,
7863,frankfurter or hot dog sandwich,,,
7864,chicken fc smartshapes italian glzd,,,
7865,fiber one strawberries vanilla clusters,,,
7866,aquarius soft drink,,,
7867,fiber one protein cookies creme,,,
7868,yam puerto rican cooked,,,
7869,red gold diced tomatoes w,,,
7870,gourd raw whiteflowered calabash,,,
7871,cherry mixed fruit in naturally,,,
7872,fajita island dressing dipping sauce,,,
7873,caramel latte,,,
7874,cracker barrel from kids menu,,,
7875,avocado verde guacamole minis with,,,
7876,elk cooked shoshone bannock eye,0.0,47.0,140.0
7877,oranges all commercial varieties raw,6.0,57.0,44.0
7878,peanut butter with salt smooth,0.0,31.0,52.0
7879,cucumber and vegetable namasu,,,
7880,banana nut organic protein super,,,
7881,cider,6.0,18.0,0.0
7882,beef steak lean only eaten,,,
7883,ecofarmed california white basmati rice,,,
7884,butter chicken organic vegan indian,,,
7885,liberte baja strawberry organic whole,,,
7886,starkist lunch togo ready to,,,
7887,egg salad on white bread,,,
7888,coffee decaffeinated brewed,0.0,26.0,
7889,fruit spread,,,
7890,buddig black forest turkey,,,
7891,herring fat added baked or,,,
7892,cereals readytoeat with almonds honey,,,
7893,taylor farms healthy harvest snack,,,
7894,popcorn unsalted readytoeat packaged,,,
7895,barley cooked pearled,19.0,36.0,73.0
7896,chicken thigh from precooked skin,,,
7897,cornbread muffin made from home,,,
7898,old fashioned cocktail,,,
7899,musketeers truffle crisp bar,,,
7900,allure sweetener,,,
7901,beerwurst pork beer salami,0.0,30.0,112.0
7902,organics whole brown flax seeds,,,
7903,chunky mixed fruit in juice,,,
7904,asmars hommus green olives,,,
7905,aspire rush sport drink blue,,,
7906,nature valley honey oat clusters,,,
7907,bacon aioli squeeze garnishing sauce,,,
7908,shake for people with diabetes,,,
7909,apple cinnamon fruit spread,,,
7910,crab fried coated soft shell,,,
7911,hsw fully cooked young turkey,,,
7912,cascadian farm premium organic red,,,
7913,cherimoya raw,20.0,44.0,
7914,snacks sourcream and onionflavor made,,,
7915,flounder made with margarine baked,,,
7916,organic farro,,,
7917,collins green margarita salt,,,
7918,beet crumbles,,,
7919,kellogg special k cereal bars,,,
7920,berry blast sparkling coconut water,,,
7921,anthonys short salad macaroni,,,
7922,black truffle glaze with balsamic,,,
7923,creamy alfredo with aged parmesan,,,
7924,gatorade orange thirst quencher fluid,,,
7925,barley,1.0,56.0,64.0
7926,keebler fudge shoppe cookies butter,,,
7927,electrolyte replenishment sports drink mix,,,
7928,chicken roasted cooked with added,,,
7929,pork tocino,,,
7930,chicken batter fried cooked meat,4.0,26.0,133.0
7931,bakers joy the original nostick,,,
7932,marie callenders baked ziti marinara,,,
7933,combination sausage pepperoni pizza,,,
7934,popcorn light kettle corn readytoeat,,,
7935,vodka and energy drink,,,
7936,frozen ice smart energy drink,,,
7937,quaker cwy granola bars chocolate,,,
7938,arbequina extra virgin california olive,,,
7939,chamoy flavor sauce,,,
7940,enriched noodle product dumpling egg,,,
7941,pringles crisps original,,,
7942,soup mostly noodles,,,
7943,cheesy italian shells hamburger helper,,,
7944,bty crk cookie mix choc,,,
7945,lamb lean and fat eaten,,,
7946,tamarind,9.0,23.0,
7947,ranch style black label jalapeno,,,
7948,olive loaf pork,1.0,35.0,126.0
7949,barley raw pearled,80.0,36.0,73.0
7950,pineapple not further speficied canned,,,
7951,artisan wraps,,,
7952,cascadian farm organic maple brown,,,
7953,chicken breast skin not eaten,,,
7954,organic enriched ricemilk,,,
7955,raspberry lemonade lower sugar thirst,,,
7956,chef boyardee cheese pizza kit,,,
7957,chipotle garlic salsa with roasted,,,
7958,cranberry juice not a blend,,,
7959,cake or cupcake with icing,,,
7960,spices onion powder,3.0,49.0,59.0
7961,honest turkey fresh nettimerprepriced lbs,,,
7962,seeds with salt added oil,0.0,46.0,81.0
7963,big y sparkling water pineapple,,,
7964,morningstar farms veggie burgers grillers,,,
7965,salisbury steak with gravy frozen,,,
7966,fish raw mixed species pacific,0.0,40.0,148.0
7967,infant formula not specified as,,,
7968,catsup low sodium,26.0,47.0,
7969,blueberry apple flavoured cold water,,,
7970,tea unsweetened decaffeinated black brewed,,,
7971,club sub ham turkey with,,,
7972,cake fatfree commercially prepared pound,,,
7973,bronze cut organic pasta farfalle,,,
7974,italian sausage,10.0,26.0,
7975,pie prepared from recipe apple,32.0,12.0,46.0
7976,mini eclair butter,,,
7977,fresh easy green enchilada sauce,,,
7978,chicha limena traditional morada drink,,,
7979,lamb broiled cooked trimmed to,0.0,40.0,141.0
7980,new orleans style shrimp fri,,,
7981,coffee beverage mix,,,
7982,classic crust four meat sausage,,,
7983,roast beef submarine sandwich au,,,
7984,crushed peeled tomatoes in tomato,,,
7985,vanilla ice cream shakes,21.0,12.0,
7986,turnip greens fat added cooked,,,
7987,melon flavored bold intense thirst,,,
7988,bbq recipe chicken sauce mozzarella,,,
7989,distilled acidity white vinegar,,,
7990,bigelow charleston tea plantation peach,,,
7991,ham on pretzel,,,
7992,pillsbury cinnabon bakery inspired cinnamon,,,
7993,pork spareribs st louis style,,,
7994,sausage pork beef chicken canned,0.0,22.0,126.0
7995,dailys precooked bacon x thick,,,
7996,carrots not specified as to,,,
7997,glutenfree egg noodles,,,
7998,abbott eas advant edge pure,,,
7999,asparagus folded into creamy ricotta,,,
8000,beverage lemonade,7.0,0.0,
8001,classic rendered duck fat,,,
8002,keebler pitter patter cookies peanut,,,
8003,muir glen organic black bean,,,
8004,glucose gummies raspberry strawberry blueberry,,,
8005,award cuisine vegetable lasagna,,,
8006,lamb raw trimmed to fat,0.0,33.0,141.0
8007,tomato cocktail bloody mary mix,,,
8008,murray sugar free cookies pecan,,,
8009,apples with skin gala raw,,,
8010,acerola juice raw,2.0,63.0,
8011,island breeze panko breadcrumbs spicy,,,
8012,liquid from stewed kidney beans,6.0,43.0,
8013,chicken carbonara thin crust pizza,,,
8014,marie callenders creamy alfredo family,,,
8015,sodastream sparkling water mix pink,,,
8016,beverages concord grape light cranberry,,,
8017,ocean spray cran grape juice,,,
8018,alcoholic beverage sweet dessert wine,1.0,4.0,
8019,rolls hard includes kaiser,18.0,35.0,48.0
8020,lamb roasted cooked choice trimmed,0.0,36.0,141.0
8021,blush wine premium recipe vinaigrette,,,
8022,asian sauce spicy orange,,,
8023,fish dry heat cooked wild,0.0,41.0,148.0
8024,chex mix sweet n salty,,,
8025,potato fast food restaurant with,,,
8026,salami less sodium beef pork,1.0,30.0,138.0
8027,fritter banana,,,
8028,rockstar sugar free energy drink,,,
8029,protein pack excellent source of,,,
8030,chicken salad croissant with dill,,,
8031,pudding made from dry mix,,,
8032,corn not specified as to,,,
8033,topping chocolate flavored hazelnut spread,,,
8034,dole juice orange peach mango,,,
8035,mountain yam with salt steamed,13.0,27.0,76.0
8036,coffee reconstituted prelightened and presweetened,,,
8037,citrus soy sauce,,,
8038,beef braised cooked all grades,0.0,38.0,94.0
8039,beverages peach pear,,,
8040,chilchen red berry beverage navajo,1.0,25.0,
8041,arbor mist moscato wine cocktails,,,
8042,apple orange organic electrolyte solution,,,
8043,sea bass fat added baked,,,
8044,artisan crust classic margherita,,,
8045,one pure coconut water,,,
8046,green tea with ginseng and,,,
8047,fast foods with chicken quesadilla,,,
8048,boars head prosciutto panino,,,
8049,potato puffs unprepared frozen,16.0,26.0,126.0
8050,thinly sliced shaped sirloin steak,,,
8051,ahold seltzer water peppermint,,,
8052,beef grilled cooked all grades,0.0,43.0,94.0
8053,coffee creamer powder,,,
8054,bushs taco fiesta black beans,,,
8055,pork broiled cooked separable lean,0.0,38.0,151.0
8056,candies almond joy candy bar,16.0,8.0,
8057,annies white cheddar macaroni and,,,
8058,muffin mix with real apples,,,
8059,garlic parmesan spinach skillet sauce,,,
8060,chicory vanilla coffee kombucha,,,
8061,hebrew national lean beef salami,,,
8062,dennys mozzarella cheese sticks,,,
8063,campbells well yes soup vegetable,,,
8064,campbells well yes soup peruvian,,,
8065,brussels sprouts fat added cooked,,,
8066,cappuccino delight americas weight loss,,,
8067,strawberry watermelon liquid beverage enhancer,,,
8068,quaker popped sweet chili rice,,,
8069,shortening industrial lard and vegetable,0.0,0.0,0.0
8070,balsampear bitter gourd with salt,,,
8071,quaker life cinnamon multigrain cereal,,,
8072,organic harmless coconut water,,,
8073,benissimo naturals roasted garlic,,,
8074,bbq baked beans bacon brown,,,
8075,antioxidant sparkling water raspberry lime,,,
8076,chicken rice soup puerto rican,,,
8077,nutrition bar clif kids organic,,,
8078,barilla enriched macaroni product mini,,,
8079,enriched instant boilinbag long grain,,,
8080,organic pad thai noodles,,,
8081,applewood smoked ham ultrathin deli,,,
8082,roll french or vienna,,,
8083,avocado oil nostick cooking spray,,,
8084,organic chia,,,
8085,lemongrass chicken,,,
8086,tortilla chips popped,,,
8087,linaza mixta,,,
8088,lanai cocktail mix jalapeno pineapple,,,
8089,bluebernie kombucha premium probiotic tea,,,
8090,kashi heart to cereal blueberry,26.0,50.0,
8091,panorama organic grassfed beef top,,,
8092,black cherry flavored caffeine free,,,
8093,turkey microwaved frozen assorted vegetables,30.0,46.0,123.0
8094,beef raw select trimmed to,0.0,42.0,94.0
8095,chicken or turkey creole without,,,
8096,potato puffs ovenheated frozen,,,
8097,keebler town house pita cracker,,,
8098,apple cider vinegar honey tonic,,,
8099,cento hot pasta sauce sea,,,
8100,glutenfree sweet chili sauce,,,
8101,vampire slayer garlic cheddar,,,
8102,egg omelet or scrambled not,,,
8103,barilla enriched pasta with fiber,,,
8104,light brown sugar,,,
8105,pillsbury buttermilk pancakes count,,,
8106,ruffles ultimate sweet smokin bbq,,,
8107,tea unsweetened decaffeinated black bottled,,,
8108,apricot sugar free with fiber,,,
8109,organic whole grain amaranth,,,
8110,konomi shumai grab dumplings,,,
8111,bear naked cereal all natural,,,
8112,chex mix brownie supreme muddy,,,
8113,bushs pinto beans in a,,,
8114,herring not specified as to,,,
8115,beef broiled cooked select trimmed,0.0,43.0,154.0
8116,austrian beer mustard,,,
8117,basmati wild rice,,,
8118,bronze die artisan pasta lasagna,,,
8119,venison or deer and darkgreen,,,
8120,wheat flour enriched unbleached protein,15.0,32.0,53.0
8121,annies organic bunny tails with,,,
8122,chickpeas fat added from canned,,,
8123,cheese garlic premium pasta sauce,,,
8124,mackerel cake or patty,,,
8125,beef raw separable lean and,0.0,38.0,94.0
8126,chicken nuggets from fast food,,,
8127,chocolate milk not specified as,,,
8128,kellogg fruit pieces disney cars,,,
8129,radishes with salt drained boiled,1.0,61.0,66.0
8130,basil pesto with fresh fennel,,,
8131,greens no added fat cooked,,,
8132,fufu,,,
8133,della natura white quinoa,,,
8134,beef raw select trimmed to,0.0,42.0,94.0
8135,appleberry apple raspberry probiotic aloe,,,
8136,assorted fun pops,,,
8137,frozen coffee drink with nondairy,,,
8138,countrywild gourmet blend of whole,,,
8139,authentic vietnamese dipping sauce,,,
8140,pork roast lean and fat,18.0,42.0,132.0
8141,chicken with gravy,51.0,12.0,
8142,shrimpegg patty,,,
8143,bluebernie premium probiotic tea kombucha,,,
8144,campbells gravy beef au jus,,,
8145,black bean n corn salsa,,,
8146,enriched egg noodle product classic,,,
8147,beverages powder lemonflavored sweetened with,,,
8148,cornbread prepared from mix,,,
8149,huberts lemonade watermelon bottle fl,,,
8150,california premium short grain rice,,,
8151,beef chow mein or chop,,,
8152,soup prepared with equal volume,12.0,47.0,94.0
8153,sausage gravy,2.0,5.0,
8154,fruit cherry preserve,,,
8155,larabar peanut butter cookie fruit,,,
8156,pasta with tomatobased sauce and,,,
8157,chicken roasted cooked meat and,0.0,29.0,130.0
8158,cheese sandwich with butter on,,,
8159,gardettos chipotle cheddar snack mix,,,
8160,pizza cooked frozen thick crust,,,
8161,veal with vegetables excluding carrots,,,
8162,nuts without salt added plain,0.0,29.0,66.0
8163,everyday value organic cocktail sauce,,,
8164,game meat braised cooked separable,0.0,46.0,108.0
8165,bolis aguas frescas fruit coolers,,,
8166,ham slices count,,,
8167,canola oil extra virgin olive,,,
8168,round tart graham shell,,,
8169,mug root beer soda fluid,,,
8170,tomatoes cooked ripe red,4.0,84.0,75.0
8171,cucumber raw,1.0,72.0,19.0
8172,chipotle lime simmer sauce mild,,,
8173,rolls rye dinner,13.0,38.0,54.0
8174,cereal post honeycomb,18.0,46.0,
8175,diced petite peeled tomatoes in,,,
8176,choice bartlett pears halves in,,,
8177,bitterroot apple cinnamon shrub,,,
8178,salsa not further speficied,,,
8179,shortening soybean hydrogenated special purpose,0.0,2.0,0.0
8180,apple cinnamon toast crunch cereal,,,
8181,okra no added fat cooked,,,
8182,fish dry heat may contain,,,
8183,berry grape liquid water enhancer,,,
8184,caffeine free old fashioned root,,,
8185,kelloggs special k cereal bars,,,
8186,chili con carne with chicken,,,
8187,propel grape water beverage fluid,,,
8188,ray fried coated,,,
8189,cereals readytoeat low fat natural,,,
8190,california diced pears in extra,,,
8191,hormel always tender fresh pork,1.0,18.0,
8192,bagel wheat,24.0,16.0,
8193,baked beans brown sugar hickory,,,
8194,apples with added sugar stewed,18.0,17.0,83.0
8195,black bean spaghetti with mild,,,
8196,summer squash cooked with butter,,,
8197,house foods premium soft tofu,,,
8198,natural original brazil nuts beverage,,,
8199,fish dry heat cooked bluefin,0.0,49.0,148.0
8200,busseto foods dry uncured salami,,,
8201,beverages without caffeine with aspartame,0.0,7.0,
8202,quaker rice cakes buttered popcorn,,,
8203,oreo cookie crumbs medium pieces,,,
8204,assorted berry pops quiescently frozen,,,
8205,kelloggs nutrigrain cereal bars strawberry,,,
8206,nonalcoholic cocktail mix,,,
8207,apple dried,18.0,17.0,83.0
