,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
4691,Corn Oil,Finnish Whisky Beverage,Whisky,24
4692,Corn Oil,Japanese Whisky Beverage,Whisky,24
4693,Corn Oil,Other Cheeses,Cheeses,24
4694,Corn Oil,Papaya,Fruit,24
4695,Corn Oil,Potato Vegetable,Vegetable,24
4696,Corn Oil,Butter,Dairy,23
4697,Corn Oil,Camembert Cheese,Cheese,23
4698,Corn Oil,Cheddar Cheese,Cheese,23
4699,Corn Oil,Limburger Cheese,Cheese,23
4700,Corn Oil,Mozzarella Cheese,Cheese,23
4701,Corn Oil,Swiss Cheese,Cheese,23
4702,Corn Oil,Apricot,Fruit,23
4703,Corn Oil,Peach,Fruit,23
4704,Corn Oil,Starfruit,Fruit,23
4705,Corn Oil,Tamarind,Fruit,23
4706,Corn Oil,Kidney Beans,Beans,23
4707,Corn Oil,Coffee Beverage,Beverage,22
4708,Corn Oil,Cheese,Dairy,22
4709,Corn Oil,Comte Cheese,Cheese,9
4710,Corn Oil,Cottage Cheese,Cheese,22
4711,Corn Oil,Cream Cheese,Cheese,22
4712,Corn Oil,Domiati Cheese,Cheese,22
4713,Corn Oil,Emmental Cheese,Cheese,22
4714,Corn Oil,Feta Cheese,Cheese,22
4715,Corn Oil,Goat Cheese,Cheese,22
4716,Corn Oil,Munster Cheese,Cheese,22
4717,Corn Oil,Provolone Cheese,Cheese,22
4718,Corn Oil,Romano Cheese,Cheese,22
4719,Corn Oil,Roquefort Cheese,Cheese,22
4720,Corn Oil,Russian Cheese,Cheese,22
4721,Corn Oil,Sheep Cheese,Cheese,22
4722,Corn Oil,Tilsit Cheese,Cheese,22
4723,Corn Oil,Milk,Dairy,22
4724,Corn Oil,Coconut,Fruit,22
4725,Corn Oil,Black Currant,Currant,22
4726,Corn Oil,Plum,Fruit,22
4727,Corn Oil,Vanilla Fruit,Fruit,22
4728,Corn Oil,Coriander,Herb,22
4729,Corn Oil,Ginger,Spice,22
4730,Corn Oil,Pineapple,Fruit,21
4731,Corn Oil,Dill,Herb,21
4732,Corn Oil,Oats,Cereal,20
4733,Corn Oil,Orange,Fruit,20
4734,Corn Oil,Grapefruit Fruit,Fruit,20
4735,Corn Oil,Capsicum Vegetable,Vegetable,20
4736,Corn Oil,Corn,Maize,19
4737,Corn Oil,Banana,Fruit,19
4738,Corn Oil,Fig,Fruit,19
4739,Corn Oil,Spearmint,Herb,19
4740,Corn Oil,Wort,Beverage,18
4741,Corn Oil,Chamomile Essential,Essential,18
4742,Corn Oil,Hops Oil Essential,Oil,18
4743,Corn Oil,Lovage Essential,Essential,18
4744,Corn Oil,Elderberry,Fruit-Berry,18
4745,Corn Oil,Melon,Fruit,18
4746,Corn Oil,Lemon Fruit,Fruit,18
4747,Corn Oil,Peas,Legume,18
4748,Corn Oil,Olive,Plant,18
4749,Corn Oil,Cardamom,Spice,18
4750,Corn Oil,Clove,Spice,18
4751,Corn Oil,Pear Brandy Beverage,Brandy,17
4752,Popcorn,Peanut,Nut,29
4753,Popcorn,Soybean,Legume,28
4754,Popcorn,Tea,Plant,24
4755,Popcorn,Beer Beverage,Beverage,23
4756,Popcorn,Potato Vegetable,Vegetable,23
4757,Popcorn,Oats,Cereal,22
4758,Popcorn,Asparagus Vegetable,Vegetable,22
4759,Popcorn,Barley,Cereal,21
4760,Popcorn,Cocoa,Seed,21
4761,Popcorn,Rice,Cereal,20
4762,Popcorn,Mushroom,Fungus,20
4763,Popcorn,Rum Beverage,Beverage,19
4764,Popcorn,Pecans,Nut,19
4765,Popcorn,Sesame,Seed,19
4766,Popcorn,Tomato Vegetable,Vegetable,19
4767,Popcorn,Malt Whisky Beverage,Whisky,17
4768,Popcorn,Malt,Cereal,17
4769,Popcorn,Guava,Fruit,17
4770,Popcorn,Beans,Legume,17
4771,Popcorn,Lima Beans,Beans,17
4772,Popcorn,Filbert,Nut,17
4773,Popcorn,Green Beans,Beans,17
4774,Popcorn,Kohlrabi,Cabbage,17
4775,Popcorn,Whisky Beverage,Beverage,16
4776,Popcorn,Scotch Whisky Beverage,Whisky,16
4777,Popcorn,Corn,Maize,16
4778,Popcorn,Shrimp,Seafood,16
4779,Popcorn,Apple,Fruit,16
4780,Popcorn,Coconut,Fruit,16
4781,Popcorn,Grape,Fruit,16
4782,Popcorn,Mango,Fruit,16
4783,Popcorn,Beef Processed,Processed,16
4784,Popcorn,Pork,Meat,16
4785,Popcorn,Okra,Vegetable,16
4786,Popcorn,Bread,Bakery,15
4787,Popcorn,Cognac Brandy Beverage,Brandy,15
4788,Popcorn,Finnish Whisky Beverage,Whisky,15
4789,Popcorn,Celery,Spice,15
4790,Popcorn,Capsicum Vegetable,Vegetable,15
4791,Popcorn,Bourbon Whisky Beverage,Whisky,14
4792,Popcorn,Canadian Whisky Beverage,Whisky,14
4793,Popcorn,Japanese Whisky Beverage,Whisky,14
4794,Popcorn,Sherry Beverage,Beverage,14
4795,Popcorn,Butter,Dairy,14
4796,Popcorn,Papaya,Fruit,14
4797,Popcorn,Tamarind,Fruit,14
4798,Popcorn,Chicken,Meat,14
4799,Popcorn,Meat,Meat,14
4800,Popcorn,Almond,Nut,14
4801,Popcorn,Other Cheeses,Cheeses,13
4802,Popcorn,Avocado,Fruit,13
4803,Popcorn,Starfruit,Fruit,13
4804,Popcorn,Buckwheat,Herb,13
4805,Popcorn,Coriander,Herb,13
4806,Popcorn,Fenugreek,Herb,13
4807,Popcorn,Egg Animal,Animal,12
4808,Popcorn,Wine Beverage,Beverage,12
4809,Popcorn,Cheese,Dairy,12
4810,Popcorn,Blue Cheese,Cheese,12
4811,Popcorn,Parmesan Cheese,Cheese,12
4812,Popcorn,Milk,Dairy,12
4813,Popcorn,Apricot,Fruit,12
4814,Popcorn,Durian,Fruit,12
4815,Popcorn,Fig,Fruit,12
4816,Popcorn,Melon,Fruit,12
4817,Popcorn,Plum,Fruit,12
4818,Popcorn,Raspberry,Berry,12
4819,Popcorn,Dill,Herb,12
4820,Popcorn,Kidney Beans,Beans,12
4821,Popcorn,Cabbage,Cabbage,12
4822,Popcorn,Carrot Vegetable,Vegetable,12
4823,Popcorn,Flaxseed,Seed,12
4824,Popcorn,Poppy Seed,Seed,12
4825,Popcorn,Rye Bread,Bread,11
4826,Popcorn,Russian Cheese,Cheese,11
4827,Popcorn,Swiss Cheese,Cheese,11
4828,Popcorn,Black Currant,Currant,11
4829,Popcorn,Orange,Fruit,11
4830,Popcorn,Passionfruit,Fruit,11
4831,Popcorn,Cranberry,Berry,11
4832,Popcorn,Strawberry,Berry,11
4833,Popcorn,Spearmint,Herb,11
4834,Popcorn,Olive,Plant,11
4835,Popcorn,Cardamom,Spice,11
4836,Popcorn,Clove,Spice,11
4837,Popcorn,Leek,Vegetable,11
4838,Popcorn,Onion,Vegetable,11
4839,Popcorn,Cauliflower,Cabbage,11
4840,Popcorn,Spinach,Vegetable,11
4841,Popcorn,Wholewheat Bread,Bread,10
4842,Popcorn,Port Wine Beverage,Wine,10
4843,Popcorn,White Wine Beverage,Wine,10
4844,Popcorn,Camembert Cheese,Cheese,10
4845,Popcorn,Cheddar Cheese,Cheese,10
4846,Popcorn,Comte Cheese,Cheese,9
4847,Popcorn,Gruyere Cheese,Cheese,8
4848,Popcorn,Roquefort Cheese,Cheese,10
4849,Popcorn,Chamomile Essential,Essential,10
4850,Popcorn,Clam,Seafood,10
4851,Sweetcorn,Tea,Plant,26
4852,Sweetcorn,Soybean,Legume,25
4853,Sweetcorn,Corn,Maize,24
4854,Sweetcorn,Asparagus Vegetable,Vegetable,24
4855,Sweetcorn,Rice,Cereal,23
4856,Sweetcorn,Potato Vegetable,Vegetable,23
4857,Sweetcorn,Coffee Beverage,Beverage,22
4858,Sweetcorn,Blue Cheese,Cheese,22
4859,Sweetcorn,Cheddar Cheese,Cheese,22
4860,Sweetcorn,Malt,Cereal,21
4861,Sweetcorn,Oats,Cereal,21
4862,Sweetcorn,Parmesan Cheese,Cheese,20
4863,Sweetcorn,Mushroom,Fungus,20
4864,Sweetcorn,Cocoa,Seed,20
4865,Sweetcorn,Green Beans,Beans,20
4866,Sweetcorn,Rum Beverage,Beverage,19
4867,Sweetcorn,White Wine Beverage,Wine,19
4868,Sweetcorn,Camembert Cheese,Cheese,19
4869,Sweetcorn,Cottage Cheese,Cheese,19
4870,Sweetcorn,Cream Cheese,Cheese,19
4871,Sweetcorn,Gruyere Cheese,Cheese,8
4872,Sweetcorn,Lima Beans,Beans,19
4873,Sweetcorn,Cognac Brandy Beverage,Brandy,18
4874,Sweetcorn,Russian Cheese,Cheese,18
4875,Sweetcorn,Swiss Cheese,Cheese,18
4876,Sweetcorn,Milk,Dairy,18
4877,Sweetcorn,Apple,Fruit,18
4878,Sweetcorn,Tomato Vegetable,Vegetable,18
4879,Sweetcorn,Limburger Cheese,Cheese,17
4880,Sweetcorn,Other Cheeses,Cheeses,17
4881,Sweetcorn,Romano Cheese,Cheese,17
4882,Sweetcorn,Tilsit Cheese,Cheese,17
4883,Sweetcorn,Kidney Beans,Beans,17
4884,Sweetcorn,Red Wine Beverage,Wine,16
4885,Sweetcorn,Sherry Beverage,Beverage,16
4886,Sweetcorn,Cheese,Dairy,16
4887,Sweetcorn,Comte Cheese,Cheese,9
4888,Sweetcorn,Domiati Cheese,Cheese,16
4889,Sweetcorn,Emmental Cheese,Cheese,16
4890,Sweetcorn,Feta Cheese,Cheese,16
4891,Sweetcorn,Goat Cheese,Cheese,16
4892,Sweetcorn,Mozzarella Cheese,Cheese,16
4893,Sweetcorn,Munster Cheese,Cheese,16
4894,Sweetcorn,Provolone Cheese,Cheese,16
4895,Sweetcorn,Roquefort Cheese,Cheese,16
4896,Sweetcorn,Sheep Cheese,Cheese,16
4897,Sweetcorn,Coconut,Fruit,16
4898,Sweetcorn,Grape,Fruit,16
4899,Sweetcorn,Guava,Fruit,16
4900,Sweetcorn,Buckwheat,Herb,16
4901,Sweetcorn,Beans,Legume,16
4902,Sweetcorn,Peanut,Nut,16
4903,Sweetcorn,Peas,Legume,16
4904,Sweetcorn,Egg Animal,Animal,15
4905,Sweetcorn,Rose Wine Beverage,Wine,9
4906,Sweetcorn,Clam,Seafood,15
4907,Sweetcorn,Shrimp,Seafood,15
4908,Sweetcorn,Banana,Fruit,15
4909,Sweetcorn,Meat,Meat,15
4910,Sweetcorn,Filbert,Nut,15
4911,Sweetcorn,Pecans,Nut,15
4912,Sweetcorn,Wine Beverage,Beverage,14
4913,Sweetcorn,Bilberry Wine Beverage,Wine,14
4914,Sweetcorn,Botrytized Wine Beverage,Wine,14
4915,Sweetcorn,Champagne Beverage,Beverage,14
4916,Sweetcorn,Plum Wine Beverage,Wine,14
4917,Sweetcorn,Port Wine Beverage,Wine,14
4918,Sweetcorn,Sparkling Wine Beverage,Wine,14
4919,Sweetcorn,Strawberry Wine Beverage,Wine,14
4920,Sweetcorn,Mango,Fruit,14
4921,Sweetcorn,Chicken,Meat,14
4922,Sweetcorn,Ginger,Spice,14
4923,Sweetcorn,Leek,Vegetable,14
4924,Sweetcorn,Onion,Vegetable,14
4925,Sweetcorn,Wort,Beverage,13
4926,Sweetcorn,Hops Oil Essential,Oil,13
4927,Sweetcorn,Papaya,Fruit,13
4928,Sweetcorn,Spearmint,Herb,13
4929,Sweetcorn,Beef Processed,Processed,13
4930,Sweetcorn,Olive,Plant,13
4931,Sweetcorn,Celery,Spice,13
4932,Sweetcorn,Malt Whisky Beverage,Whisky,12
4933,Sweetcorn,Barley,Cereal,12
4934,Sweetcorn,Black Currant,Currant,12
4935,Sweetcorn,Fig,Fruit,12
4936,Sweetcorn,Melon,Fruit,12
4937,Sweetcorn,Passionfruit,Fruit,12
4938,Sweetcorn,Starfruit,Fruit,12
4939,Sweetcorn,Vanilla Fruit,Fruit,12
4940,Sweetcorn,Sesame,Seed,12
4941,Sweetcorn,Okra,Vegetable,12
4942,Sweetcorn,Kohlrabi,Cabbage,12
4943,Sweetcorn,Butter,Dairy,11
4944,Sweetcorn,Crab,Seafood,11
4945,Sweetcorn,Orange,Fruit,11
4946,Sweetcorn,Raspberry,Berry,11
4947,Sweetcorn,Strawberry,Berry,11
4948,Sweetcorn,Coriander,Herb,11
4949,Sweetcorn,Dill,Herb,11
4950,Butter,Beer Beverage,Beverage,76
4951,Butter,Apple,Fruit,75
4952,Butter,Tomato Vegetable,Vegetable,69
4953,Butter,White Wine Beverage,Wine,67
4954,Butter,Parmesan Cheese,Cheese,67
4955,Butter,Mango,Fruit,67
4956,Butter,Rice,Cereal,66
4957,Butter,Papaya,Fruit,66
4958,Butter,Mushroom,Fungus,66
4959,Butter,Rum Beverage,Beverage,65
4960,Butter,Guava,Fruit,65
4961,Butter,Cheddar Cheese,Cheese,64
4962,Butter,Milk,Dairy,64
4963,Butter,Peach,Fruit,64
4964,Butter,Cognac Brandy Beverage,Brandy,63
4965,Butter,Swiss Cheese,Cheese,63
4966,Butter,Soybean,Legume,63
4967,Butter,Beef Processed,Processed,62
4968,Butter,Blue Cheese,Cheese,60
4969,Butter,Other Cheeses,Cheeses,60
4970,Butter,Strawberry,Berry,60
4971,Butter,Gruyere Cheese,Cheese,8
4972,Butter,Grape,Fruit,58
4973,Butter,Passionfruit,Fruit,58
4974,Butter,Cocoa,Seed,58
4975,Butter,Potato Vegetable,Vegetable,58
4976,Butter,Camembert Cheese,Cheese,57
4977,Butter,Apricot,Fruit,57
4978,Butter,Red Wine Beverage,Wine,56
4979,Butter,Russian Cheese,Cheese,56
4980,Butter,Pork,Meat,56
4981,Butter,Green Beans,Beans,56
4982,Butter,Cheese,Dairy,55
4983,Butter,Mozzarella Cheese,Cheese,55
4984,Butter,Coconut,Fruit,55
4985,Butter,Beans,Legume,55
4986,Butter,Lima Beans,Beans,55
4987,Butter,Coffee Beverage,Beverage,54
4988,Butter,Banana,Fruit,54
4989,Butter,Pineapple,Fruit,54
4990,Butter,Orange,Fruit,53
4991,Butter,Sherry Beverage,Beverage,52
4992,Butter,Comte Cheese,Cheese,9
4993,Butter,Feta Cheese,Cheese,52
4994,Butter,Limburger Cheese,Cheese,52
4995,Butter,Provolone Cheese,Cheese,52
4996,Butter,Romano Cheese,Cheese,52
4997,Butter,Black Currant,Currant,52
4998,Butter,Cottage Cheese,Cheese,51
4999,Butter,Cream Cheese,Cheese,51
5000,Butter,Domiati Cheese,Cheese,51
5001,Butter,Emmental Cheese,Cheese,51
5002,Butter,Goat Cheese,Cheese,51
5003,Butter,Munster Cheese,Cheese,51
5004,Butter,Roquefort Cheese,Cheese,51
5005,Butter,Sheep Cheese,Cheese,51
5006,Butter,Tilsit Cheese,Cheese,51
5007,Butter,Melon,Fruit,51
5008,Butter,Cranberry,Berry,51
5009,Butter,Raspberry,Berry,51
5010,Butter,Peanut,Nut,50
5011,Butter,Wine Beverage,Beverage,49
5012,Butter,Starfruit,Fruit,49
5013,Butter,Chicken,Meat,49
5014,Butter,Port Wine Beverage,Wine,48
5015,Butter,Ginger,Spice,48
5016,Butter,Asparagus Vegetable,Vegetable,48
5017,Butter,Sparkling Wine Beverage,Wine,47
5018,Butter,Plum,Fruit,47
5019,Butter,Peas,Legume,47
5020,Butter,Pecans,Nut,47
5021,Butter,Rose Wine Beverage,Wine,9
5022,Butter,Vanilla Fruit,Fruit,46
5023,Butter,Buckwheat,Herb,46
5024,Butter,Bilberry Wine Beverage,Wine,45
5025,Butter,Botrytized Wine Beverage,Wine,45
5026,Butter,Champagne Beverage,Beverage,45
5027,Butter,Plum Wine Beverage,Wine,45
5028,Butter,Strawberry Wine Beverage,Wine,45
5029,Butter,Tamarind,Fruit,45
5030,Butter,Olive,Plant,45
5031,Butter,Scotch Whisky Beverage,Whisky,43
5032,Butter,Bilberry,Berry,43
5033,Butter,Capsicum Vegetable,Vegetable,43
5034,Butter,Bourbon Whisky Beverage,Whisky,42
5035,Butter,Corn,Maize,42
5036,Butter,Malt Whisky Beverage,Whisky,41
5037,Butter,Oats,Cereal,41
5038,Butter,Coriander,Herb,41
5039,Butter,Whisky Beverage,Beverage,40
5040,Butter,Fig,Fruit,40
5041,Butter,Kidney Beans,Beans,40
5042,Butter,Bread,Bakery,39
5043,Butter,Finnish Whisky Beverage,Whisky,39
5044,Butter,Malt,Cereal,39
5045,Butter,Celery,Spice,39
5046,Butter,Japanese Whisky Beverage,Whisky,38
5047,Butter,Avocado,Fruit,38
5048,Butter,Red Currant,Currant,38
5049,Buttermilk,Beef Processed,Processed,13
5050,Buttermilk,Egg Animal,Animal,12
5051,Buttermilk,Rice,Cereal,12
5052,Buttermilk,Blue Cheese,Cheese,12
5053,Buttermilk,Beer Beverage,Beverage,11
5054,Buttermilk,Chicken,Meat,11
5055,Buttermilk,Pork,Meat,11
5056,Buttermilk,Potato Vegetable,Vegetable,11
5057,Buttermilk,Oats,Cereal,10
5058,Buttermilk,Corn,Maize,10
5059,Buttermilk,Beef,Meat,10
5060,Buttermilk,Peas,Legume,10
5061,Buttermilk,Green Beans,Beans,10
5062,Buttermilk,Tomato Vegetable,Vegetable,10
5063,Buttermilk,Asparagus Vegetable,Vegetable,10
5064,Buttermilk,Coffee Beverage,Beverage,9
5065,Buttermilk,Cottage Cheese,Cheese,9
5066,Buttermilk,Parmesan Cheese,Cheese,9
5067,Buttermilk,Milk,Dairy,9
5068,Buttermilk,Yogurt,Dairy,9
5069,Buttermilk,Shrimp,Seafood,9
5070,Buttermilk,Lima Beans,Beans,9
5071,Buttermilk,Soybean,Legume,9
5072,Buttermilk,Tea,Plant,9
5073,Buttermilk,Rum Beverage,Beverage,8
5074,Buttermilk,Cheese,Dairy,8
5075,Buttermilk,Cream Cheese,Cheese,8
5076,Buttermilk,Other Cheeses,Cheeses,8
5077,Buttermilk,Crab,Seafood,8
5078,Buttermilk,Apple,Fruit,8
5079,Buttermilk,Guava,Fruit,8
5080,Buttermilk,Mango,Fruit,8
5081,Buttermilk,Starfruit,Fruit,8
5082,Buttermilk,Mushroom,Fungus,8
5083,Buttermilk,Celery,Spice,8
5084,Buttermilk,Bread,Bakery,7
5085,Buttermilk,Wholewheat Bread,Bread,7
5086,Buttermilk,Whisky Beverage,Beverage,7
5087,Buttermilk,Wine Beverage,Beverage,7
5088,Buttermilk,Sake Beverage,Beverage,7
5089,Buttermilk,Sherry Beverage,Beverage,7
5090,Buttermilk,White Wine Beverage,Wine,7
5091,Buttermilk,Barley,Cereal,7
5092,Buttermilk,Butter,Dairy,7
5093,Buttermilk,Swiss Cheese,Cheese,7
5094,Buttermilk,Milk Fat,Fat,7
5095,Buttermilk,Banana,Fruit,7
5096,Buttermilk,Coconut,Fruit,7
5097,Buttermilk,Grape,Fruit,7
5098,Buttermilk,Melon,Fruit,7
5099,Buttermilk,Papaya,Fruit,7
5100,Buttermilk,Gooseberry,Berry,7
5101,Buttermilk,Strawberry,Berry,7
5102,Buttermilk,Grapefruit Fruit,Fruit,7
5103,Buttermilk,Buckwheat,Herb,7
5104,Buttermilk,Dill,Herb,7
5105,Buttermilk,Turkey,Meat,7
5106,Buttermilk,Kidney Beans,Beans,7
5107,Buttermilk,Rye,Cereal,7
5108,Buttermilk,Cabbage,Cabbage,7
5109,Buttermilk,Rutabaga Vegetable,Vegetable,7
5110,Buttermilk,Carrot Vegetable,Vegetable,7
5111,Buttermilk,Poppy Seed,Seed,7
5112,Buttermilk,Spinach,Vegetable,7
5113,Buttermilk,Cognac Brandy Beverage,Brandy,6
5114,Buttermilk,Port Wine Beverage,Wine,6
5115,Buttermilk,Sweetcorn,Maize,6
5116,Buttermilk,Camembert Cheese,Cheese,6
5117,Buttermilk,Feta Cheese,Cheese,6
5118,Buttermilk,Provolone Cheese,Cheese,6
5119,Buttermilk,Oyster,Seafood,6
5120,Buttermilk,Black Currant,Currant,6
5121,Buttermilk,Loquat,Fruit,6
5122,Buttermilk,Orange,Fruit,6
5123,Buttermilk,Passionfruit,Fruit,6
5124,Buttermilk,Pear,Fruit,6
5125,Buttermilk,Pineapple,Fruit,6
5126,Buttermilk,Plum,Fruit,6
5127,Buttermilk,Pumpkin,Fruit,6
5128,Buttermilk,Mutton,Meat,6
5129,Buttermilk,Cocoa,Seed,6
5130,Buttermilk,Beans,Legume,6
5131,Buttermilk,Chicory,Plant,6
5132,Buttermilk,Olive,Plant,6
5133,Buttermilk,Endive,Vegetable,6
5134,Buttermilk,Lettuce,Vegetable,6
5135,Buttermilk,Okra,Vegetable,6
5136,Buttermilk,Cucumber,Gourd,6
5137,Buttermilk,Beetroot Vegetable,Vegetable,6
5138,Buttermilk,Cassava Vegetable,Vegetable,6
5139,Buttermilk,Eggplant,Vegetable,6
5140,Buttermilk,Sunflower,Flower,6
5141,Buttermilk,Bourbon Whisky Beverage,Whisky,5
5142,Buttermilk,Botrytized Wine Beverage,Wine,5
5143,Buttermilk,Malt,Cereal,5
5144,Buttermilk,Comte Cheese,Cheese,9
5145,Buttermilk,Domiati Cheese,Cheese,5
5146,Buttermilk,Emmental Cheese,Cheese,5
5147,Buttermilk,Goat Cheese,Cheese,5
5148,Cheese,Blue Cheese,Cheese,113
5149,Cheese,Camembert Cheese,Cheese,113
5150,Cheese,Cheddar Cheese,Cheese,113
5151,Cheese,Comte Cheese,Cheese,9
5152,Cheese,Cottage Cheese,Cheese,113
5153,Cheese,Cream Cheese,Cheese,113
5154,Cheese,Domiati Cheese,Cheese,113
5155,Cheese,Emmental Cheese,Cheese,113
5156,Cheese,Feta Cheese,Cheese,113
5157,Cheese,Goat Cheese,Cheese,113
5158,Cheese,Gruyere Cheese,Cheese,8
5159,Cheese,Limburger Cheese,Cheese,113
5160,Cheese,Mozzarella Cheese,Cheese,113
5161,Cheese,Munster Cheese,Cheese,113
5162,Cheese,Parmesan Cheese,Cheese,113
5163,Cheese,Provolone Cheese,Cheese,113
5164,Cheese,Romano Cheese,Cheese,113
5165,Cheese,Roquefort Cheese,Cheese,113
5166,Cheese,Russian Cheese,Cheese,113
5167,Cheese,Sheep Cheese,Cheese,113
5168,Cheese,Swiss Cheese,Cheese,113
5169,Cheese,Tilsit Cheese,Cheese,113
5170,Cheese,Apple,Fruit,81
5171,Cheese,Beer Beverage,Beverage,80
5172,Cheese,Tea,Plant,75
5173,Cheese,Rum Beverage,Beverage,73
5174,Cheese,White Wine Beverage,Wine,73
5175,Cheese,Cognac Brandy Beverage,Brandy,69
5176,Cheese,Cocoa,Seed,69
5177,Cheese,Sherry Beverage,Beverage,68
5178,Cheese,Papaya,Fruit,65
5179,Cheese,Mushroom,Fungus,65
5180,Cheese,Guava,Fruit,64
5181,Cheese,Red Wine Beverage,Wine,63
5182,Cheese,Grape,Fruit,63
5183,Cheese,Wine Beverage,Beverage,61
5184,Cheese,Strawberry,Berry,61
5185,Cheese,Port Wine Beverage,Wine,60
5186,Cheese,Banana,Fruit,60
5187,Cheese,Pineapple,Fruit,60
5188,Cheese,Sparkling Wine Beverage,Wine,59
5189,Cheese,Coffee Beverage,Beverage,59
5190,Cheese,Tomato Vegetable,Vegetable,59
5191,Cheese,Potato Vegetable,Vegetable,59
5192,Cheese,Rose Wine Beverage,Wine,9
5193,Cheese,Soybean,Legume,58
5194,Cheese,Bilberry Wine Beverage,Wine,57
5195,Cheese,Botrytized Wine Beverage,Wine,57
5196,Cheese,Champagne Beverage,Beverage,57
5197,Cheese,Plum Wine Beverage,Wine,57
5198,Cheese,Strawberry Wine Beverage,Wine,57
5199,Cheese,Rice,Cereal,57
5200,Cheese,Mango,Fruit,57
5201,Cheese,Milk,Dairy,56
5202,Cheese,Passionfruit,Fruit,56
5203,Cheese,Butter,Dairy,55
5204,Cheese,Malt Whisky Beverage,Whisky,53
5205,Cheese,Scotch Whisky Beverage,Whisky,53
5206,Cheese,Green Beans,Beans,53
5207,Cheese,Beans,Legume,52
5208,Cheese,Lima Beans,Beans,52
5209,Cheese,Whisky Beverage,Beverage,51
5210,Cheese,Apricot,Fruit,51
5211,Cheese,Bourbon Whisky Beverage,Whisky,50
5212,Cheese,Melon,Fruit,50
5213,Cheese,Finnish Whisky Beverage,Whisky,49
5214,Cheese,Buckwheat,Herb,49
5215,Cheese,Canadian Whisky Beverage,Whisky,48
5216,Cheese,Japanese Whisky Beverage,Whisky,48
5217,Cheese,Coconut,Fruit,48
5218,Cheese,Black Currant,Currant,48
5219,Cheese,Peach,Fruit,48
5220,Cheese,Vanilla Fruit,Fruit,46
5221,Cheese,Ginger,Spice,46
5222,Cheese,Orange,Fruit,45
5223,Cheese,Peas,Legume,45
5224,Cheese,Olive,Plant,45
5225,Cheese,Plum,Fruit,44
5226,Cheese,Raspberry,Berry,44
5227,Cheese,Peanut,Nut,44
5228,Cheese,Hops Oil Essential,Oil,43
5229,Cheese,Starfruit,Fruit,43
5230,Cheese,Bread,Bakery,42
5231,Cheese,Beef Processed,Processed,42
5232,Cheese,Fig,Fruit,41
5233,Cheese,Pecans,Nut,41
5234,Cheese,Oats,Cereal,40
5235,Cheese,Loquat,Fruit,40
5236,Cheese,Cranberry,Berry,40
5237,Cheese,Corn,Maize,39
5238,Cheese,Cherimoya,Fruit,39
5239,Cheese,Tamarind,Fruit,39
5240,Cheese,Asparagus Vegetable,Vegetable,39
5241,Cheese,Kidney Beans,Beans,38
5242,Cheese,Cardamom,Spice,38
5243,Cheese,Gooseberry,Berry,37
5244,Cheese,Pork,Meat,37
5245,Cheese,Cabbage,Cabbage,37
5246,Cheese,Capsicum Vegetable,Vegetable,37
5247,Blue Cheese,Parmesan Cheese,Cheese,124
5248,Blue Cheese,Swiss Cheese,Cheese,122
5249,Blue Cheese,Gruyere Cheese,Cheese,8
5250,Blue Cheese,Provolone Cheese,Cheese,119
5251,Blue Cheese,Camembert Cheese,Cheese,117
5252,Blue Cheese,Cottage Cheese,Cheese,117
5253,Blue Cheese,Cream Cheese,Cheese,116
5254,Blue Cheese,Romano Cheese,Cheese,116
5255,Blue Cheese,Comte Cheese,Cheese,9
5256,Blue Cheese,Feta Cheese,Cheese,115
5257,Blue Cheese,Other Cheeses,Cheeses,115
5258,Blue Cheese,Goat Cheese,Cheese,114
5259,Blue Cheese,Limburger Cheese,Cheese,114
5260,Blue Cheese,Roquefort Cheese,Cheese,114
5261,Blue Cheese,Cheese,Dairy,113
5262,Blue Cheese,Domiati Cheese,Cheese,113
5263,Blue Cheese,Emmental Cheese,Cheese,113
5264,Blue Cheese,Mozzarella Cheese,Cheese,113
5265,Blue Cheese,Munster Cheese,Cheese,113
5266,Blue Cheese,Russian Cheese,Cheese,113
5267,Blue Cheese,Sheep Cheese,Cheese,113
5268,Blue Cheese,Tilsit Cheese,Cheese,113
5269,Blue Cheese,Beer Beverage,Beverage,96
5270,Blue Cheese,Apple,Fruit,91
5271,Blue Cheese,Rum Beverage,Beverage,85
5272,Blue Cheese,White Wine Beverage,Wine,85
5273,Blue Cheese,Cognac Brandy Beverage,Brandy,80
5274,Blue Cheese,Tea,Plant,78
5275,Blue Cheese,Cocoa,Seed,77
5276,Blue Cheese,Sherry Beverage,Beverage,75
5277,Blue Cheese,Strawberry,Berry,75
5278,Blue Cheese,Papaya,Fruit,72
5279,Blue Cheese,Mushroom,Fungus,72
5280,Blue Cheese,Red Wine Beverage,Wine,70
5281,Blue Cheese,Banana,Fruit,69
5282,Blue Cheese,Grape,Fruit,69
5283,Blue Cheese,Guava,Fruit,69
5284,Blue Cheese,Sparkling Wine Beverage,Wine,68
5285,Blue Cheese,Botrytized Wine Beverage,Wine,65
5286,Blue Cheese,Port Wine Beverage,Wine,65
5287,Blue Cheese,Coffee Beverage,Beverage,65
5288,Blue Cheese,Rose Wine Beverage,Wine,9
5289,Blue Cheese,Rice,Cereal,64
5290,Blue Cheese,Mango,Fruit,64
5291,Blue Cheese,Soybean,Legume,64
