Name,Ash,Calcium,Calories,Carbohydrate,Copper,Fat,Iron,Magnesium,Potassium,Protein,Saturated_fatty_acids,Sodium,Vitamin_A_RAE,Vitamin_B6,Water,Zinc,Fatty_acids_total_trans,Manganese,Vitamin_D,Glycemic_Load,Completeness_Score,Amino_Acid_Score,Category,Sub_Category,cluster,Cohort
pork unheated separable lean and fat boneless whole ham and water product cured,3.4,6.8,99.0,3.58,0.09,4.242,0.66,14.45,226.95,11.94,1.266,1111.8,11.05,0.25,62.02,1.35,0.031,0.034,0.51,1.0,40.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein slice ham and water product cured,3.4,6.8,99.0,3.58,0.09,4.242,0.66,14.45,226.95,11.94,1.266,1111.8,11.05,0.25,62.02,1.35,0.031,0.034,0.51,,,,Branded Foods,,2,Frozen & Preserved
pork roasted heated separable lean only bonein shank ham and water product cured,3.44,6.8,105.0,3.92,0.08,4.641,0.63,12.75,208.25,11.8,1.565,1134.75,11.05,0.221,61.29,1.39,0.04,0.032,0.59,,,,Branded Foods,,2,Frozen & Preserved
pork roasted heated separable lean only boneless whole ham and water product cured,3.44,6.8,105.0,3.92,0.08,4.641,0.63,12.75,208.25,11.8,1.565,1134.75,11.05,0.221,61.29,1.39,0.04,0.032,0.59,71.0,39.0,134.0,Branded Foods,,2,Frozen & Preserved
motts fruit flavored snacks assorted fruit 22 count by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Branded Foods,,3,Packaged
milk without added vitamin a and vitamin d 2 milkfat fluid reduced fat,1.73,292.8,122.0,11.71,0.01,4.831,0.05,26.84,341.6,8.05,3.067,114.68,134.2,0.093,217.67,1.17,0.207,0.034,2.93,,,,Branded Foods,,0,Confectionaries
milk with added vitamin a and vitamin d 2 milkfat fluid reduced fat,1.73,292.8,122.0,11.71,0.01,4.831,0.05,26.84,341.6,8.05,3.067,114.68,134.2,0.093,217.67,1.17,0.207,0.034,2.93,,,,Branded Foods,,0,Confectionaries
orville redenbachers kettle korn popcorn 1741 oz by conagra brands,,0.0,170.0,18.0,,9.999,0.72,,64.94,2.0,5.001,114.92,,,,,0.0,,,,,,Branded Foods,,3,Packaged
mung beans with salt drained boiled cooked sprouted mature seeds,1.1,14.88,24.0,4.46,0.15,0.112,0.81,17.36,125.24,2.52,0.031,305.04,1.24,0.067,115.8,0.58,0.0,0.174,0.0,3.0,80.0,73.0,Branded Foods,,2,Frozen & Preserved
turkey roasted cooked from dark meat from retail parts skin,0.98,5.1,352.0,0.0,0.05,29.776,1.4,20.4,191.25,20.89,8.656,90.1,50.15,0.244,33.51,1.4,0.39,0.008,0.68,,,,Branded Foods,,4,Keto & Strength
potatoes ovenheated frozen salt added in processing shoestring french fried,0.43,2.52,41.0,6.65,0.02,1.42,0.17,5.25,106.05,0.61,0.266,84.0,0.0,0.04,11.89,0.09,,0.039,0.0,,,,Branded Foods,,5,Unhealthy & Over-indulgent
gardettos original recipe snack mix by general mills sales inc,,0.0,230.0,33.0,,9.001,1.08,,,4.0,1.499,480.2,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
act ii fat free popcorn 32593 oz by conagra brands,,0.0,130.0,27.0,,2.001,0.72,,0.0,4.0,0.998,299.91,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
pork broiled cooked separable lean and fat whole loin fresh,1.15,16.15,206.0,0.0,0.06,11.832,0.74,23.8,359.55,23.22,4.446,52.7,1.7,0.394,49.19,2.03,,0.008,1.1,0.0,36.0,145.0,Branded Foods,,4,Keto & Strength
pork broiled cooked separable lean and fat tenderloin loin fresh,1.15,16.15,206.0,0.0,0.06,11.832,0.74,23.8,359.55,23.22,4.446,52.7,1.7,0.394,49.19,2.03,,0.008,1.1,0.0,41.0,145.0,Branded Foods,,4,Keto & Strength
chicken roasted cooked with added solution skin drumsticks and thighs,0.77,12.75,358.0,0.37,0.06,31.96,0.99,15.3,168.3,17.26,9.35,137.7,45.05,0.157,34.62,1.28,0.23,0.011,0.09,,,,Branded Foods,Canned_Tuna,4,Keto & Strength
alcoholic beverage all gin rum vodka whiskey 94 proof distilled,0.0,0.0,76.0,0.0,0.01,0.0,0.01,0.0,0.56,0.0,0.0,0.28,0.0,0.0,16.76,0.01,0.0,0.005,,0.0,0.0,0.0,,,1,Whole Nutrient
pork raw separable lean only rump half leg ham fresh,1.27,13.56,136.0,0.0,0.09,3.311,0.76,24.86,405.67,24.65,1.07,85.88,2.26,0.629,84.5,2.09,0.021,0.011,0.34,0.0,42.0,146.0,Branded Foods,,4,Keto & Strength
pork roasted heated separable lean only bonein rump ham cured,2.63,6.8,112.0,0.58,1.02,2.609,1.35,20.4,334.9,22.12,0.779,719.1,0.0,0.407,57.53,2.69,0.018,0.025,,,,,Branded Foods,,2,Frozen & Preserved
corn solids and liquids no salt added canned yellow sweet,2.05,10.24,156.0,35.48,0.07,1.971,0.92,38.4,348.16,4.99,0.197,30.72,5.12,0.095,211.48,1.0,0.0,0.21,0.0,8.0,48.0,82.0,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
annies organic cheddar snack mix by general mills sales inc,,0.0,150.0,18.0,,6.999,0.4,,0.0,3.0,0.999,210.0,,,,,0.0,,,,,,,,0,Confectionaries
pork roasted separable lean and fat blade roll shoulder cured,2.3,5.95,244.0,0.31,0.06,19.958,0.76,11.05,164.9,14.69,7.123,827.05,0.0,0.178,47.75,2.08,,0.02,,1.0,28.0,135.0,Branded Foods,,5,Unhealthy & Over-indulgent
chicken roasted cooked meat and skin thigh broilers or fryers,0.83,7.65,197.0,0.0,0.05,12.504,0.92,18.7,215.05,19.77,3.494,86.7,13.6,0.352,52.67,1.47,0.069,0.014,0.17,0.0,31.0,133.0,Branded Foods,Canned_Tuna,4,Keto & Strength
puddings prepared with whole milk regular dry mix coconut cream,1.4,155.4,160.0,24.78,0.04,5.32,0.28,22.4,219.8,4.2,3.598,226.8,36.4,0.202,104.44,0.5,,0.052,,12.0,30.0,133.0,Branded Foods,,0,Confectionaries
puddings dry mix regular low calorie all flavors except chocolate,2.1,55.37,397.0,97.23,0.05,0.113,0.06,19.21,20.34,1.81,0.02,1994.45,0.0,0.0,11.75,0.21,,,0.0,17.0,4.0,,Branded Foods,,2,Frozen & Preserved
muffins with calcium propionate includes sourdough enriched toasted plain english,0.58,55.85,77.0,14.93,0.05,0.573,1.32,7.94,36.57,2.93,0.151,135.23,0.0,0.019,9.35,0.4,0.0,0.179,0.0,16.0,46.0,100.0,Branded Foods,,5,Unhealthy & Over-indulgent
beans with salt drained boiled cooked sprouted mature seeds pinto,0.93,15.0,20.0,3.5,0.11,0.32,0.66,18.0,98.0,1.86,0.039,287.0,0.0,0.054,93.39,0.17,0.0,0.123,0.0,1.0,67.0,86.0,Standard Reference Foods,Baked_Products,2,Frozen & Preserved
yogurt with lowcalorie sweetener nonfat milk flavors not chocolate frozen,1.09,108.12,71.0,13.4,0.14,0.544,0.03,27.2,230.52,2.99,0.332,55.08,1.36,0.027,49.98,0.33,,,0.0,,,,Branded Foods,,0,Confectionaries
pork simmered cooked frozen ears variety meats and byproducts fresh,0.44,19.98,184.0,0.22,0.01,11.988,1.67,7.77,44.4,17.7,4.285,185.37,0.0,0.011,80.64,0.22,,0.011,,,,,Branded Foods,,0,Confectionaries
chicken raw with added solution meat only drumstick dark meat,1.12,10.17,120.0,0.0,0.07,3.684,0.81,18.08,216.96,21.68,1.078,171.76,9.04,0.435,87.81,2.26,0.024,0.011,0.23,,,,Branded Foods,Canned_Tuna,0,Confectionaries
elk raw shoshone bannock eye of round roast free range,0.94,4.0,98.0,0.0,0.14,2.1,2.27,24.0,367.0,19.74,0.828,43.0,0.0,0.893,76.54,4.16,0.032,0.011,,0.0,50.0,140.0,Branded Foods,Honey,4,Keto & Strength
orville movie theater butter pop up bowl by conagra brands,,0.0,30.0,4.0,,2.0,0.0,,9.98,0.0,1.0,39.98,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
pork roasted cooked separable lean and fat tenderloin loin fresh,2.12,4.25,171.0,0.0,0.06,6.893,1.18,29.75,377.4,25.38,2.49,54.4,1.7,0.438,51.93,2.46,,0.01,,2.0,43.0,150.0,Branded Foods,,4,Keto & Strength
pork broiled cooked separable lean and fat whole loin fresh,2.12,4.25,171.0,0.0,0.06,6.893,1.18,29.75,377.4,25.38,2.49,54.4,1.7,0.438,51.93,2.46,,0.01,,0.0,36.0,145.0,Branded Foods,,4,Keto & Strength
pork broiled cooked separable lean and fat tenderloin loin fresh,2.12,4.25,171.0,0.0,0.06,6.893,1.18,29.75,377.4,25.38,2.49,54.4,1.7,0.438,51.93,2.46,,0.01,,0.0,41.0,145.0,Branded Foods,,4,Keto & Strength
pork roasted cooked separable lean and fat tenderloin loin fresh,1.02,5.1,125.0,0.0,0.09,3.366,0.98,24.65,356.15,22.13,1.154,48.45,0.0,0.625,58.74,2.05,0.032,0.011,0.26,2.0,43.0,150.0,Branded Foods,,4,Keto & Strength
pork broiled cooked separable lean and fat tenderloin loin fresh,1.02,5.1,125.0,0.0,0.09,3.366,0.98,24.65,356.15,22.13,1.154,48.45,0.0,0.625,58.74,2.05,0.032,0.011,0.26,0.0,41.0,145.0,Branded Foods,,4,Keto & Strength
chicken raw meat and skin and giblets and neck capons,0.8,9.35,197.0,0.07,0.05,14.365,1.2,17.85,181.05,15.73,4.156,39.95,231.2,0.306,54.11,1.12,,0.024,,2.0,39.0,134.0,Branded Foods,Canned_Tuna,4,Keto & Strength
bugles original crispy corn snacks by general mills sales inc,,0.0,150.0,18.0,,8.001,0.0,,0.0,1.0,6.0,320.1,,,,,0.0,,,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
bagels with calcium propionate includes onion poppy sesame unenriched plain,0.51,20.98,78.0,15.14,0.05,0.454,0.39,8.22,28.63,2.98,0.062,151.39,0.0,0.014,9.24,0.25,,0.153,,8.0,23.0,47.0,Standard Reference Foods,Baked_Products,5,Unhealthy & Over-indulgent
pork panbroil heated separable lean only bonein slice ham cured,2.69,12.75,126.0,0.63,0.36,3.476,1.21,21.25,362.95,23.1,1.065,739.5,0.0,0.459,55.53,2.58,0.025,0.019,0.94,,,,Branded Foods,,2,Frozen & Preserved
pork broiled cooked separable lean and fat boneless shoulder breast,0.96,5.95,138.0,0.0,0.06,3.817,0.78,22.1,309.4,24.2,1.126,45.9,0.0,0.46,57.17,2.07,0.017,0.01,,0.0,39.0,150.0,Branded Foods,,4,Keto & Strength
pork roasted cooked separable lean only arm picnic shoulder fresh,0.9,7.65,194.0,0.0,0.11,10.727,1.21,17.0,298.35,22.68,3.655,68.0,0.0,0.349,51.23,3.46,,0.035,0.77,0.0,37.0,146.0,Branded Foods,,4,Keto & Strength
squash with salt or baked drained boiled cooked spaghetti winter,0.5,32.55,42.0,10.01,0.05,0.403,0.53,17.05,181.35,1.02,0.096,393.7,9.3,0.153,143.06,0.31,0.0,0.169,0.0,2.0,70.0,65.0,Branded Foods,,2,Frozen & Preserved
pork unheated canned extra lean approximately 4 fat ham cured,3.09,5.1,102.0,0.0,0.07,3.876,0.8,14.45,309.4,15.72,1.283,1066.75,0.0,0.383,62.49,1.64,,0.021,1.95,0.0,43.0,140.0,Branded Foods,,2,Frozen & Preserved
gardettos chipotle cheddar snack mix by general mills sales inc,,0.0,140.0,22.0,,4.501,0.72,,,3.0,0.499,249.86,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
act ii butter lovers popcorn 275 oz by conagra brands,,0.0,140.0,19.0,,7.002,0.72,,60.16,2.0,3.002,310.08,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
beverages prepared with whole milk powder natural malted drink mix,2.36,310.05,233.0,27.11,0.1,9.593,0.24,45.05,484.95,10.23,5.403,209.35,87.45,0.175,215.71,1.14,,0.056,,,,,Foundation Foods,Tomatoes,0,Confectionaries
cracker jack original 287 ounce plastic bag by frito lay,,0.0,120.0,23.0,,1.999,0.72,,,2.0,1.599,70.0,,,,,0.0,,,,,,Branded Foods,Crusts_AND_Dough,3,Packaged
beverages with aspartame low calorie dry powdered mix fruitflavored drink,0.82,83.76,17.0,6.99,0.0,0.003,0.01,0.24,39.84,0.04,0.0,32.32,0.0,0.0,0.15,0.0,0.0,0.0,0.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
chicken fried cooked meat only light meat broilers or fryers,1.53,22.4,269.0,0.59,0.08,7.756,1.6,40.6,368.2,45.95,2.128,113.4,12.6,0.882,84.2,1.78,,0.028,,1.0,33.0,136.0,Branded Foods,Canned_Tuna,4,Keto & Strength
pickles low sodium includes bread and butter pickles sweet cucumber,0.02,0.24,7.3,2.02,0.01,0.016,0.04,0.24,1.92,0.02,0.004,1.08,3.36,0.001,3.92,0.0,0.0,0.001,0.0,21.0,22.0,54.0,Branded Foods,,1,Whole Nutrient
chicken raw meat only drumstick dark meat broilers or fryers,1.04,10.17,131.0,0.0,0.07,4.192,0.86,22.6,254.25,21.93,1.072,128.82,7.91,0.431,86.76,2.32,0.02,0.016,0.0,,,,Branded Foods,Canned_Tuna,0,Confectionaries
cowpeas with salt drained boiled cooked young pods with seeds,0.57,52.25,32.0,6.65,0.07,0.285,0.67,38.95,186.2,2.47,0.075,227.05,66.5,0.117,85.03,0.23,0.0,0.208,0.0,4.0,76.0,,Branded Foods,Crusts_AND_Dough,2,Frozen & Preserved
kangaroo whole grain pita chips 125 oz by conagra brands,,0.0,160.0,24.0,,5.002,1.44,,80.15,5.0,0.0,190.05,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
restaurant arroz con grandules rice and pigeonpeas latino,12.41,52.24,1188.0,200.8,0.82,32.519,1.89,91.42,548.52,22.86,4.982,3806.99,,0.261,384.42,4.83,0.085,3.833,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
potatoes whole milk and butter added homeprepared mashed,3.15,50.4,237.0,35.3,0.29,8.862,0.55,37.8,596.4,3.91,5.487,665.7,79.8,0.466,158.78,0.57,0.313,0.239,0.42,,,,Branded Foods,,5,Unhealthy & Over-indulgent
potatoes whole milk and margarine added homeprepared mashed,3.15,50.4,237.0,35.3,0.29,8.862,0.55,37.8,596.4,3.91,5.487,665.7,79.8,0.466,158.78,0.57,0.313,0.239,0.42,,,,Branded Foods,,5,Unhealthy & Over-indulgent
chicken meat and skin breast bbq rotisserie broiler,1.21,13.6,149.0,0.08,0.03,6.52,0.43,21.25,234.6,22.41,1.664,279.65,9.35,0.261,55.41,0.73,0.048,0.003,0.0,,,,Branded Foods,Canned_Tuna,5,Unhealthy & Over-indulgent
elk cooked patties shoshone bannock ground free range,0.78,5.0,143.0,0.0,0.2,2.8,9.06,26.0,379.0,29.45,1.138,56.0,0.0,0.782,67.78,7.79,0.065,0.043,,0.0,49.0,131.0,Branded Foods,Honey,4,Keto & Strength
turkey roasted cooked meat only breast retail parts,10.79,120.82,1174.0,0.0,0.52,17.001,8.37,241.64,2563.11,254.67,5.696,983.82,25.89,7.163,582.78,13.12,0.207,0.043,1.73,,,,Branded Foods,,0,Confectionaries
restaurant from kids menu chicken fingers family style,3.34,23.94,350.0,21.4,0.08,19.893,0.87,33.06,367.08,21.3,3.647,922.26,5.7,0.516,48.07,0.76,0.149,0.29,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
turkey roasted meat only from whole bird drumstick,1.04,7.65,118.0,0.0,0.05,1.768,0.6,27.2,211.65,25.61,0.504,84.15,2.55,0.686,57.7,1.46,0.02,0.009,0.26,,,,Branded Foods,,4,Keto & Strength
puddings with added oil regular dry mix vanilla,1.76,13.2,325.0,81.31,0.02,0.968,0.04,4.4,17.6,0.26,0.176,663.52,0.0,0.0,3.43,0.08,,0.011,,56.0,1.0,39.0,Branded Foods,,5,Unhealthy & Over-indulgent
toaster pastries fruit includes apple blueberry cherry strawberry,0.34,4.54,110.0,19.94,0.02,2.821,1.56,3.4,28.92,1.19,1.025,94.69,57.27,0.147,4.06,0.11,0.008,0.092,0.0,25.0,25.0,45.0,Branded Foods,,0,Confectionaries
turkey raw meat and skin leg all classes,0.27,4.62,65.0,0.0,0.03,4.066,0.42,6.93,79.2,6.67,1.082,18.15,0.99,0.135,21.94,0.51,,0.006,,0.0,41.0,143.0,Branded Foods,,4,Keto & Strength
turkey raw meat and skin wing all classes,0.27,4.62,65.0,0.0,0.03,4.066,0.42,6.93,79.2,6.67,1.082,18.15,0.99,0.135,21.94,0.51,,0.006,,0.0,31.0,138.0,Branded Foods,,4,Keto & Strength
turkey raw meat only from whole bird thigh,1.16,12.43,122.0,0.17,0.1,2.825,1.18,28.25,255.38,24.05,0.772,140.12,14.69,0.497,85.89,2.93,,0.016,0.34,,,,Branded Foods,,0,Confectionaries
pork raw separable lean only whole shoulder fresh,0.29,3.97,42.0,0.0,0.03,2.024,0.35,5.95,96.67,5.54,0.7,21.55,0.57,0.118,20.59,0.89,,0.003,,0.0,43.0,146.0,Branded Foods,,4,Keto & Strength
gourd without salt drained boiled cooked dishcloth towelgourd,0.66,16.02,100.0,25.53,0.15,0.605,0.64,35.6,806.34,1.17,0.048,37.38,,0.176,150.04,0.3,0.0,0.397,0.0,8.0,46.0,,Branded Foods,,3,Packaged
gourd with salt drained boiled cooked dishcloth towelgourd,0.66,16.02,100.0,25.53,0.15,0.605,0.64,35.6,806.34,1.17,0.048,37.38,,0.176,150.04,0.3,0.0,0.397,0.0,8.0,39.0,,Branded Foods,,3,Packaged
pork raw separable lean and fat spareribs fresh,0.76,16.95,313.0,0.0,0.09,26.442,1.03,18.08,273.46,17.48,8.508,91.53,0.0,0.649,67.52,2.83,0.251,0.011,2.6,0.0,33.0,144.0,Branded Foods,,4,Keto & Strength
turkey broiled patties 7 fat 93 lean ground,0.91,24.65,176.0,0.0,0.14,9.732,1.47,21.25,209.95,21.98,2.514,77.35,26.35,0.4,53.06,3.15,0.122,0.009,0.17,,,,Branded Foods,,4,Keto & Strength
babyfood strained without ascorbic acid fruit dessert dessert,0.04,1.35,9.5,2.58,0.0,0.0,0.03,0.75,14.25,0.04,0.0,0.0,1.05,0.005,12.33,0.01,,,0.0,1.0,25.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
babyfood junior without ascorbic acid fruit dessert dessert,0.04,1.35,9.5,2.58,0.0,0.0,0.03,0.75,14.25,0.04,0.0,0.0,1.05,0.005,12.33,0.01,,,0.0,1.0,25.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
cheese food vitamin d fortified american pasteurized process,5.6,770.66,373.0,9.67,0.04,28.962,0.29,30.51,288.15,19.05,17.014,1450.92,227.13,0.115,49.72,2.61,1.036,0.028,2.83,,,,Branded Foods,Other_Condiments,2,Frozen & Preserved
potatoes without salt flesh cooked in skin boiled,0.72,3.9,68.0,15.7,0.15,0.078,0.24,17.16,295.62,1.46,0.02,3.12,0.0,0.233,60.04,0.23,0.0,0.108,0.0,7.0,46.0,109.0,Branded Foods,,1,Whole Nutrient
broccoli with salt drained boiled cooked chopped frozen,1.31,60.72,52.0,9.84,0.06,0.221,1.12,23.92,261.28,5.7,0.033,478.4,93.84,0.239,166.92,0.52,0.0,0.41,0.0,4.0,89.0,76.0,Foundation Foods,Tomatoes,2,Frozen & Preserved
broccoli without salt drained boiled cooked chopped frozen,1.31,60.72,52.0,9.84,0.06,0.221,1.12,23.92,261.28,5.7,0.033,478.4,93.84,0.239,166.92,0.52,0.0,0.41,0.0,4.0,89.0,76.0,Foundation Foods,Tomatoes,2,Frozen & Preserved
onions with salt drained boiled cooked chopped frozen,1.31,60.72,52.0,9.84,0.06,0.221,1.12,23.92,261.28,5.7,0.033,478.4,93.84,0.239,166.92,0.52,0.0,0.41,0.0,0.0,56.0,64.0,Foundation Foods,Tomatoes,2,Frozen & Preserved
gelatin desserts with aspartame reduced calorie dry mix,0.14,0.51,13.0,5.13,0.0,0.0,0.0,0.13,0.9,1.0,0.0,55.17,0.0,0.0,0.12,0.0,,0.0,0.0,2.0,12.0,,Branded Foods,,2,Frozen & Preserved
motts medleys frt flvrd sncks assorted frt by ,,,80.0,19.0,,0.0,,,,0.0,0.0,29.9,,,,,0.0,,,,,,Branded Foods,,3,Packaged
turkey raw meat and skin leg all classes,0.93,17.85,151.0,0.0,0.15,7.056,1.81,22.05,286.65,20.52,2.163,77.7,1.05,0.357,76.32,3.24,,0.023,,0.0,41.0,143.0,Branded Foods,,4,Keto & Strength
turkey raw meat and skin wing all classes,0.93,17.85,151.0,0.0,0.15,7.056,1.81,22.05,286.65,20.52,2.163,77.7,1.05,0.357,76.32,3.24,,0.023,,0.0,31.0,138.0,Branded Foods,,4,Keto & Strength
onions with salt drained boiled cooked whole frozen,0.13,2.4,3.9,0.9,0.0,0.015,0.04,0.9,16.2,0.12,0.002,37.2,0.0,0.01,13.84,0.01,0.0,0.011,0.0,3.0,56.0,64.0,Branded Foods,,2,Frozen & Preserved
collards with salt drained boiled cooked chopped frozen,0.13,2.4,3.9,0.9,0.0,0.015,0.04,0.9,16.2,0.12,0.002,37.2,0.0,0.01,13.84,0.01,0.0,0.011,0.0,5.0,87.0,93.0,Branded Foods,,2,Frozen & Preserved
broccoli with salt drained boiled cooked chopped frozen,0.13,2.4,3.9,0.9,0.0,0.015,0.04,0.9,16.2,0.12,0.002,37.2,0.0,0.01,13.84,0.01,0.0,0.011,0.0,4.0,89.0,76.0,Branded Foods,,2,Frozen & Preserved
onions with salt drained boiled cooked chopped frozen,0.13,2.4,3.9,0.9,0.0,0.015,0.04,0.9,16.2,0.12,0.002,37.2,0.0,0.01,13.84,0.01,0.0,0.011,0.0,0.0,56.0,64.0,Branded Foods,,2,Frozen & Preserved
potatoes skin with salt in skin cooked microwaved,1.38,26.68,77.0,17.19,0.51,0.058,3.45,21.46,377.0,2.55,0.015,146.16,0.0,0.285,36.83,0.3,0.0,0.568,0.0,23.0,51.0,110.0,Branded Foods,,5,Unhealthy & Over-indulgent
bread made with margarine prepared from recipe banana,0.28,5.95,92.0,15.48,0.02,2.977,0.4,3.97,37.99,1.22,0.634,85.62,30.05,0.043,8.28,0.1,,0.059,,19.0,18.0,82.0,Foundation Foods,Tomatoes,0,Confectionaries
turkey raw meat and skin thigh retail parts,1.06,4.52,182.0,0.0,0.09,10.351,1.48,22.6,270.07,22.08,2.696,84.75,32.77,0.473,80.55,2.94,0.12,0.007,0.56,,,,Branded Foods,,4,Keto & Strength
frozen novelties no sugar added fruit ice type,0.05,1.02,12.0,3.16,0.01,0.051,0.07,1.02,13.26,0.26,0.0,2.55,0.0,0.0,47.53,0.02,,0.011,,1.0,12.0,,Branded Foods,,1,Whole Nutrient
beans drained solids regular pack canned yellow snap,1.45,39.78,31.0,6.88,0.06,0.153,1.38,19.89,166.77,1.76,0.034,384.03,7.65,0.057,142.75,0.44,0.0,0.306,0.0,3.0,86.0,87.0,Standard Reference Foods,Baked_Products,2,Frozen & Preserved
chicken heated microwave barbecue flavored glazed frozen wing,2.58,32.3,211.0,3.26,0.04,11.815,2.33,22.95,215.9,21.54,3.107,711.45,17.0,0.178,45.81,1.32,,0.0,,2.0,35.0,118.0,Branded Foods,Canned_Tuna,5,Unhealthy & Over-indulgent
granola bar peanut butter milk chocolate coated soft,0.54,30.62,152.0,15.34,0.09,8.845,0.41,18.99,96.11,2.72,4.838,54.72,2.27,0.031,0.91,0.42,,,0.0,8.0,18.0,,Branded Foods,,3,Packaged
beverages diet decaffeinated ready to drink black tea,0.07,26.4,0.0,1.99,0.02,0.0,0.0,4.8,64.8,0.0,0.0,9.6,0.0,0.0,237.94,0.02,,,0.0,,,,Foundation Foods,Tomatoes,2,Frozen & Preserved
corn with salt drained boiled cooked white sweet,0.63,2.67,85.0,18.67,0.04,1.335,0.4,23.14,194.02,3.03,0.175,225.17,11.57,0.124,65.33,0.55,0.0,0.149,0.0,9.0,48.0,83.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
corn with salt drained boiled cooked yellow sweet,0.63,2.67,85.0,18.67,0.04,1.335,0.4,23.14,194.02,3.03,0.175,225.17,11.57,0.124,65.33,0.55,0.0,0.149,0.0,1.0,52.0,83.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
corn without salt drained boiled cooked yellow sweet,0.63,2.67,85.0,18.67,0.04,1.335,0.4,23.14,194.02,3.03,0.175,225.17,11.57,0.124,65.33,0.55,0.0,0.149,0.0,17.0,50.0,83.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
biscuits higher fat refrigerated dough plain or buttermilk,1.91,29.58,178.0,26.87,0.05,6.136,1.44,9.86,93.96,3.86,1.627,566.66,1.16,0.037,19.23,0.29,1.998,0.254,,11.0,25.0,61.0,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
pork raw chitterlings variety meats and byproducts fresh,0.23,18.08,206.0,0.0,0.09,18.769,1.15,6.78,20.34,8.63,8.609,27.12,0.0,0.016,86.0,1.15,0.0,0.058,,,,,Branded Foods,,1,Whole Nutrient
corn drained solids whole kernel canned white sweet,1.23,4.92,110.0,23.52,0.05,2.001,0.44,21.32,216.48,3.76,0.402,336.2,0.0,0.061,133.51,0.52,0.0,0.11,0.0,12.0,50.0,84.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
pie nobake type prepared from mix chocolate mousse,0.48,21.83,74.0,8.39,0.06,4.366,0.31,9.07,80.8,0.99,2.323,130.41,35.15,0.008,14.09,0.17,,0.035,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
cranberry juice cocktail prepared with water frozen concentrate,0.03,1.48,14.0,3.5,0.0,0.0,0.02,0.59,3.55,0.0,0.0,1.18,0.0,0.003,26.07,0.01,0.0,0.009,,6.0,14.0,,Branded Foods,Crusts_AND_Dough,1,Whole Nutrient
broccoli with salt drained boiled cooked chopped frozen,1.31,60.72,52.0,9.84,0.06,0.221,1.12,23.92,261.28,5.7,0.033,20.24,93.84,0.239,166.92,0.52,0.0,0.41,0.0,4.0,89.0,76.0,Foundation Foods,Tomatoes,3,Packaged
broccoli without salt drained boiled cooked chopped frozen,1.31,60.72,52.0,9.84,0.06,0.221,1.12,23.92,261.28,5.7,0.033,20.24,93.84,0.239,166.92,0.52,0.0,0.41,0.0,4.0,89.0,76.0,Foundation Foods,Tomatoes,3,Packaged
pork sausage rice links cooked brown and serve,1.0,6.75,183.0,1.06,0.03,16.934,0.5,6.3,95.4,6.17,5.771,310.05,0.0,0.09,19.84,0.65,,0.036,0.41,0.0,19.0,,Branded Foods,,5,Unhealthy & Over-indulgent
yogurt fortified with vitamin d nonfat fruit variety,1.7,258.4,162.0,32.3,0.02,0.34,0.12,25.5,329.8,7.48,0.202,98.6,3.4,0.068,128.18,1.26,,0.06,2.21,,,,Branded Foods,,3,Packaged
pork loin lean only raw bonein backribs fresh,1.24,29.38,194.0,0.0,0.1,11.119,0.95,19.21,302.84,23.56,3.929,107.35,3.39,0.525,77.48,3.08,0.094,0.01,1.02,,,,Branded Foods,,4,Keto & Strength
pork unheated extra lean boneless steak ham cured,1.12,1.13,35.0,0.0,0.02,1.205,0.28,5.39,92.14,5.55,0.408,359.76,0.0,0.105,20.48,0.57,,0.01,,0.0,51.0,135.0,Branded Foods,,2,Frozen & Preserved
onions with salt drained boiled cooked whole frozen,1.87,56.7,55.0,12.83,0.05,0.105,0.71,16.8,212.1,1.49,0.019,512.4,0.0,0.147,193.7,0.19,0.0,0.084,0.0,3.0,56.0,64.0,Branded Foods,,2,Frozen & Preserved
